rating,title,text,price,review_date
85.0,Barista Prima Coffeehouse Colombia (K-Cup),"(As brewed in a Keurig B70 Platinum single-serve brewing device using a ""K-Cup"" capsule to produce a 6-ounce serving). Subtle night flowers and faint chocolate play out against a roasty backdrop in the aroma. The flowers persist and the chocolate turns sweet and caramelly in the cup. A hint of juiciness in a roast-muted acidity. Light but smooth mouthfeel. Sweet charry roastiness in the finish.",Price: $20.49/24 K-Cups, Aug 2012
93.0,Gichugu Kenya Espresso,"Evaluated as espresso. Rich, deep, chocolaty, with an apricot fruit and a hint of pungent cedar. Buttery mouthfeel; chocolate-toned finish. Maintains flavor well in two parts milk, though the fruit and chocolate turn surprisingly tart and dry.",Price: $13.99/12 ounces, Aug 2012
92.0,Sidamo Guji,"Superb aromatics and flavor: A rich, fudgy chocolate sensation dominates, with flowers, vanilla, hints of brandy and tart, guava-like fruit. Round, crisp acidity; dense, full mouthfeel. The finish is very sweet and vanilla-laced in the short, though in the long it fades toward astringency.",Price: $16.99/12 ounces, Aug 2012
90.0,Ethiopia Yirgacheffe ECX Top Lot,"Honey-toned, juicy. Flowers, tangerine-like fruit, a hint of baker’s chocolate in aroma and cup. Richly and gently bright acidity; lightly syrupy mouthfeel. Flavor carries into a tart, rather drying finish.",Price: $14.95/12 ounces, Aug 2012
91.0,Mihuti Kenya AA,"Honey, pungent cocoa-toned chocolate, lavender-like top notes in aroma and cup. Gently brisk acidity; supple, silky mouthfeel. Flowers and honey in particular carry into a sweet, resonant finish.",Price: $12.99/12 ounces, Aug 2012
94.0,Ethiopia Nanno Challa Cooperative,"Spectacularly and complexly sweet: honey, lilac-like flowers, candied orange, balanced by a crisp roasted cocoa-nib-like chocolate. Delicate but rich acidity; round, lightly syrupy mouthfeel. Very sweet, long, flavor-saturated finish.",Price: $16.93/12 ounces, Aug 2012
93.0,Sumatra Lake Tawar,"Pungent sweetness and a shifting, active complexity. Butterscotch, papaya, fresh-cut fir, moist earth in aroma and cup. Crisp acidity; delicate, silky mouthfeel. Deep, flavor-saturated finish.",Price: $14.50/12 ounces, Aug 2012
92.0,Panama Kotowa Duncan 2012 Microlot,"Complex, spicy floral notes, tangerine-like citrus, sweet dark chocolate in aroma and cup. Brisk acidity; smooth, velvety mouthfeel. Rich, balanced, flower-saturated finish.",Price: $14.95/12 ounces, Aug 2012
92.0,Kenya Thiriku Top Auction Lot,"Sweet, lyric, juicy. Lush flowers, lemony citrus, fresh-cut fir, crisp baker’s chocolate in aroma and cup. Delicate, softly bright acidity; silky, buoyant mouthfeel. Gently flavor-saturated finish.",Price: $19.99/12 ounces, Aug 2012
91.0,Blue Special Blend,"Evaluated as espresso. Complex; rich yet delicate. Dark chocolate, cedar, orangy citrus, floral top notes in aroma and small cup. Lightly syrupy body; round, deep, quietly flavor-saturated finish. Surprisingly lean in two parts milk, though a pleasant chocolate note and a hint of flowers persist.",Price: THB $200/250 grams, Aug 2012
91.0,Hama Blend,"Evaluated as espresso. Rich, balanced, deep. Nut, vanilla and chocolate in the aroma. In the small cup gains complexity and depth: dark chocolate, raisin, fresh-cut fir, bright berry. Creamy mouthfeel; sweet chocolate- and fir-toned finish. Sweet and delicately rich in two parts milk.",Price: THB $300/250 grams, Aug 2012
91.0,Ethiopia Watadara Sidamo,"Intense and dramatic. Lushly sweet, honeysuckle-like flowers are balanced by tart, bitterish bergamot and lavender. Richly bright acidity; light but silky mouthfeel. Flowers carry into a resonant but quite dry finish.",Price: $14.95/12 ounces, Aug 2012
90.0,Honey Process Single-Estate Espresso,"Evaluated as espresso. Vanilla-toned chocolate, low-acid, mango-like fruit in the aroma. In the small cup smoothly syrupy mouthfeel, a slight tart brightness, cedary pungency, and continued chocolate and fruit that carry into a quietly resonant finish. Balanced and simple in two parts milk, with the chocolate dominating.",Price: THB $300/250 grams, Aug 2012
93.0,Dolok Sanggul Single Origin Espresso,"Evaluated as espresso. Pungent, rich. Cedar-toned dark chocolate, mango- and banana-like fruit, dusk flowers in aroma and small cup. Fullish, velvety mouthfeel; chocolate and a pungent mango-like fruit in particular linger in a long, deep finish and carry with great authority into two parts milk.",Price: $12.99/12 ounces, Aug 2012
92.0,S.O. Espresso Maui Mokka,"Evaluated as espresso. Pungent, opulent, deep. Mango, apricot, dark chocolate, dusk flowers in aroma and small cup. Full, buttery mouthfeel; richly drying, flavor-saturated finish. Dominates two parts milk; requires about four parts to fully round and plump up.",Price: $19.95/12 ounces, Aug 2012
92.0,Limited Edition Classic Espresso,"Evaluated as espresso. Pungent, rich, deep. Apricot- and mango-like fruit, dark chocolate, night flowers in aroma and small cup. Full, buttery mouthfeel; flavor-saturated, richly drying finish. Flavor carries with complexity and authority into two parts milk, though mouthfeel and finish remain surprisingly dry.",Price: $15.99/12 ounces, Aug 2012
91.0,Panama Elida Estate Reserve,"Briskly tart, bracingly bittersweet. Tangerine-like fruit, hints of flowers, fir and almond in aroma and cup. Surprisingly full, syrupy mouthfeel; richly tart acidity. The profile sweetens and softens in the finish, with the fruit and nut taking an unexpected turn toward chocolate.",Price: $16.99/16 ounces, Aug 2012
91.0,Carmen Estate Natural Panama,"Floral high notes and honey sweetness overlay deeper, earthier notes that suggest mushrooms, moist fresh-fallen leaves, or, in the cup, the vegetal chocolate of roasted cocoa nibs. Richly tart acidity hints at lemon; lean but silky mouthfeel. Flowers in particular carry into a drying finish.",Price: $16.00/12 ounces, Aug 2012
91.0,Panama Lerida Estate Sonia’s Crop,"Complex, bracing, bittersweet in structure. Crisp lavender-like flowers, dark chocolate, tart berry, softened by a sweet caramel in aroma and cup. Brisk, floral-toned acidity; silky to lightly syrupy mouthfeel. Lavender and dark chocolate carry into a rich but drying finish.",Price: $16.50/12 ounces, Aug 2012
91.0,Panama Hacienda La Esmeralda Geisha Baru,"Lush honey, crisp lavender, hints of peach and vanilla in aroma and cup. The acidity is quite tart, but also sweet and rich. Fullish, lightly syrupy mouthfeel.  Honey and lavender carry into a sweet but drying finish.",Price: $49.00/8 ounces, Aug 2012
93.0,2012 Esmeralda Special Natural Panama,"Intense, lyric, complex floral character – tea rose, lily, lavender, honey – anchored by a crisp, cocoa-toned chocolate. Sweet-toned, floral acidity; lightly syrupy mouthfeel. Dry but rich, flavor-saturated finish.",Price: NTD $3000/8 ounces, Aug 2012
93.0,Panama Elida Natural,"Impressively rich, deep, savory-sweet; dark chocolate, dusk flowers, honey, berry in aroma and cup. Comfortably backgrounded acidity; full, almost chewy mouthfeel. Chocolate in particular carries into a long, resonant finish.",Price: $16.95/12 ounces, Aug 2012
93.0,Panama Geisha Honey Aroma Roast,"Shifting, engaging complexity. Just a few of the notes we registered: apricot, honey, melon, fresh pipe tobacco, cedar, dark chocolate. There were more. Delicately bright, floral-toned acidity; light, silky/satiny mouthfeel. Pleasingly soft though fading finish.",Price: NTD $2600/8 ounces, Aug 2012
93.0,Panama Elida Estate Natural,"Delicately rich, deeply fruit-toned: minty chocolate, caramel and lushly carnal fruit, apricot or mango. Gentle, deep-toned acidity; lightly syrupy mouthfeel. Flavor-saturated finish.",Price: $18.99/16 ounces, Aug 2012
94.0,Panama Don Pachi Natural Geisha,"Extraordinary deep, shifting complexity. Honey, brandy, plum, dark chocolate, lush dusk flowers in aroma and cup, although along the way any number of other aromatic notes emerge with brief, startling clarity. Round, savory-sweet structure; rich, brandyish acidity; syrupy mouthfeel. Long, flavor-saturated finish.",Price: $59.95/8 ounces, Aug 2012
96.0,"Esmeralda Leon, Panama Geisha Auction Lot","Intense, complex floral notes, from crisp lavender to sweet lilies, with an underlying nut-toned dark chocolate that suggests fine roasted cocoa nibs. Zesty orange citrus. Rich acidity; syrupy mouthfeel. The finish may be a tad too dry for some coffee drinkers but it is rich and deeply flavor-saturated.",Price: $39.95/8 ounces, Aug 2012
94.0,Gelena Abaya Natural Processed Ethiopia,"Symphonically complex aroma – honeyish chocolate, blueberry, guava, pineapple, dusk flowers – carries into the cup, where the opulent blueberry note in particular dominates. Juicy acidity; light, silky mouthfeel. Resonant, blueberry-saturated finish.",Price: $14.99/12 ounces, Jul 2012
92.0,‘Bou Games Gold 2012,"Rich, deep, complexly fermenty. Raisiny fruit, baker’s chocolate, pungent mango and pine, a suggestion of caramelly bourbon whisky, a hint of flowers. Profoundly sweet yet deeply savory in structure. Full, satiny mouthfeel. Some sweetness and chocolate carry into a rich but drying finish.",Price: $16.99/16 ounces, Jul 2012
89.0,Paradise A,"Quiet, softly balanced. Fresh-cut fir, honey, hints of chocolate and tart fruit in aroma and cup. Gently brisk acidity; lightly syrupy mouthfeel. Rich, savory-sweet finish.",Price: $5.03/8 ounces, Jul 2012
88.0,SpeedGoatKarl’s 100-Mile Blend,"Nutty, cocoa-nib-like chocolate dominates in aroma and cup, with complicating hints of cedar, honeyish flowers and molasses. Backgrounded acidity; light, slightly leanish mouthfeel. Some cocoa-nib chocolate carries into a richly balanced finish.",Price: $12.00/12 ounces, Jul 2012
92.0,Kenyan AA Auction Lot,"Complexly expressed notes of sweetly tart tropical fruit -- guava, passion-fruit – dominate with startling and pleasing intensity in aroma, acidity and cup, nuanced by hints of flowers and a backgrounded dark chocolate. Smooth, silky mouthfeel. Fades a bit in the finish.",Price: $13.99/12 ounces, Jul 2012
93.0,Artemis True Coffee Blend,"Evaluated as espresso. Complex and dynamic profile in the small cup. Tangerine, cedar, vanilla, anise, honey, with rich floral top notes. Lightly syrupy mouthfeel. Flavor persists in a rich finish; in two parts milk rounds and sweetens toward chocolate without losing authority or complexity.",$600/16 ounces, Jul 2012
91.0,Ethiopia Yirgacheffe Kochere Grade 1,"Sweet-toned, delicate, lyrically bright. Distinct rose-like floral notes, orange, green apple, cocoa, almond in aroma and cup. Crisp, lively but balanced acidity; silky to lightly syrupy mouthfeel. Despite the delicacy of the cup, deep- and rich-finishing.",Price: $16.25/12 ounces, Jul 2012
93.0,Ethiopia Yirgacheffe Kochere Grade 1r,"Richly tart berry, caramel, walnut, night flowers in aroma and cup. Richly lyric, perfectly balanced acidity. Light but impressively silky mouthfeel. Clean, rich, flavor-saturated finish.",Price: $16.00/12 ounces, Jul 2012
90.0,Guatemala Huixoc,"Flowers, honey, tangerine, fir in aroma and cup. Brisk, zesty acidity; light but very silky mouthfeel. Flavor consolidates toward chocolate in a sweet, gently drying finish.",Price: $11.25/12 ounces, Jul 2012
90.0,Kenya Kamwangi Peaberry,"Deep and savory-sweet. Molasses-leaning dark chocolate, fig, cedar, rose-like flowers in aroma and cup. Gently tart acidity; silky mouthfeel. Rich, round, slightly drying finish.",Price: $14.50/12 ounces, Jul 2012
93.0,Bufcafe Rwanda Espresso,"Rich, round and deep. Baker’s chocolate, honey, and an apricot-like fruit in aroma and small cup. Full, syrupy mouthfeel. The finish is drying but sweet, with a persistent chocolate. Three parts milk nicely plumps up the chocolate and encourages a floral nuance in the honey note.",Price: $12.99/12 ounces, Jul 2012
92.0,Ethiopia Yirgacheffe Kochere Grade 1,"Very sweet, delicate. Rose-like flowers, milk chocolate, orangy citrus, spice, savory date in aroma and cup. Soft, gently backgrounded acidity; light but syrupy-textured mouthfeel. Sweet, deeply flavor-saturated (date, rose) short finish fades slightly in the long.",Price: $11.00/8 ounces, Jul 2012
90.0,Tanzania Peaberry Kilimanjaro,"Delicately intense. Rose-like flowers, cardamom, honey, a savory carob-like chocolate in aroma and cup. Soft but drying acidity; lively, lightly creamy-textured mouthfeel. Some flavor persists in a sweet though drying finish.",Price: $13.50/12 ounces, Jul 2012
90.0,Ethiopian Kochere Teklu Dembel,"Delicate and meadowy sweet. Honey and molasses, flowering grasses, lemon in aroma and cup. Deepens and develops a chocolaty hint in the cup. Brisk, floral-toned acidity; light but silky mouthfeel. Despite the delicacy of the cup, rich-finishing, with a continuing hint of chocolate.",Price: $19.99/16 ounces, Jul 2012
94.0,Ulos Batak Sumatra,"Sweetly pungent, exotic, complex. Distinct grapefruit and guava-like notes, freshly decomposed leaves, a softening hint of cocoa in aroma and cup. Gently rich, juicy acidity. Light but silky mouthfeel. Flavor persists far into a resonant, crisply drying finish.",Price: $14.99/12 ounces, Jun 2012
92.0,La Minita Peaberry,"Very sweet, deep-toned, assertively bright. Caramelly chocolate, richly carnal apricot, zesty lemon in aroma and cup. Richly tart acidity; smooth, lightly syrupy mouthfeel. Chocolate in particular carries into a sweet but drying finish.",Price: $19.99/16 ounces, Jun 2012
92.0,Classico No.3 Espresso Blend,"Evaluated as espresso. Impressively complex and deep straight shot. Minty dark chocolate, orangy and raisiny fruit, a hint of dusk flowers in aroma and small cup. Smooth, lightly syrupy mouthfeel; resonant, chocolate-toned finish. Fades a bit in two parts milk, although it retains a delicate, sweet version of chocolate and a continuing hint of flowers.",Price: HK $98/165 grams, Jun 2012
91.0,Roytawan First Love Espresso,"Evaluated as espresso. A rather muted smoky chocolate and cedar in the aroma blossom in the small cup, turning deep, complex, and sweetly pungent. The mouthfeel is impressively full and buttery; the finish round and cocoaish with a slight smoky, savory suggestion in the long. The chocolate turns delicate and buttery in two parts milk.",Price: THB $150/250 grams, Jun 2012
95.0,Maui Mokka Peaberry,"Striking, original profile. Rich, rose-like flowers, blackberry, candied citrus, dark chocolate in aroma and cup. Soft, finely balanced acidity; very smooth, silky mouthfeel. Flavor saturates a crisply sweet, resonant finish.",Price: $24.00/8 ounces, Jun 2012
93.0,Rwanda Cafe Femenino,"Juicy, sweetly tart, balanced. Ripe grapefruit, flowers, apricot, crisply cocoaish chocolate in aroma and, with particular intensity and complexity, in the cup. Bright, citrusy acidity; round, silky mouthfeel. Flavor-saturated, cocoa-toned finish.",Price: $12.99/16 ounces, Jun 2012
93.0,Ethiopia Sidamo Union Fair Trade,"Delicate but intense. Wild berry, lemon, rose, all rounded by a brown-sugary, faintly chocolate sweetness. Gentle, sweetly tart acidity; lightly syrupy mouthfeel. Rich, sweet finish with an underlying dry crispness.",Price: HK $98/200 g., Jun 2012
92.0,Ethiopia Yirgacheffe ECX Top Lot,"Bracingly bittersweet in structure and briskly complex in flavor. Flowers, honey, raspberry, nut-toned cocoa and more in aroma and cup. Crisp, lemony acidity; light but silky mouthfeel. The same exhilarating balance of sweet and bitter prevails in a cocoa-toned finish.",Price: $14.95/12 ounces, Jun 2012
92.0,Fair Trade Decaf Espresso Blend,"Evaluated as espresso. Balanced, sweet-toned aroma: almond, milk chocolate, apricot. Round, syrupy mouthfeel. In the cup a pungent cedar moves forward softened by continued milk chocolate and apricot. The chocolate persists in a slightly heavyish, savory-toned finish. In two parts milk, however, the chocolate rounds nicely, turning minty and deeply fruit-toned.",Price: HK $108/200g, Jun 2012
92.0,Wata Dara Ethiopian Sidamo Fair Trade Organic,"Deeply and crisply lush. Ripe orange and nectarine, night flowers, very aromatic fresh-cut cedar in aroma and cup. Balanced, rich acidity; light but silky mouthfeel. Long, cleanly resonant finish.",Price: $12.99/12 ounces, Jun 2012
90.0,Costa Rica Tarrazu Microlot El Liano,Richly tart and ripely citrusy. The lemon and orange notes are softened by a backgrounded milk chocolate and hints of sweet almond and night flowers. Richly round acidity; lightly syrupy mouthfeel. Flavor simplifies in a dry but refreshing finish.,Price: $16.20/12 ounces, Jun 2012
90.0,Rwanda,"Dark chocolate and sweet, pungent grapefruit in aroma and cup, with a backgrounded gently scorched cedar. Rich, roast-rounded acidity; lightly syrupy mouthfeel. Some flavor persists in a sweet but drying finish.",Price: CAD $12.99/8 ounces, Jun 2012
85.0,Fair Trade Organic Sumatran Reserve (K-Cup),"(As brewed in a Keurig B70 single-serve brewing device using a ""K-Cup"" capsule to produce 6-ounce serving): Bittersweet, gentle. Caramel, flowers, plum-like fruit and a hint of chocolate in aroma and cup. Delicate, brisk acidity; pleasantly smooth, lightly syrupy mouthfeel. Caramelly sweetness and a drying carbony note in the finish.",Price: $16.49/24 K-Cups, Jun 2012
90.0,Hawaii Ka’u Rusty’s Typica Washed,"Brightly acidy but also very sweet, almost sugary: ripe plum, lily-like flowers, almond in aroma and cup. Acidity is gently rich when the cup is hot; rather dominating as it cools. Smooth, lightly syrupy mouthfeel. The finish is sweet and balanced in taste with distinct floral character, though rather sharply astringent in mouthfeel.",$2500/16 ounces, Jun 2012
90.0,Espresso Blend,"Evaluated as espresso. Plum, peach, pungent cedar, dark chocolate in aroma and small cup, with the dark chocolate intensifying in the cup. Impressively round, creamy mouthfeel. Flavor fades rather quickly in the finish. In two parts milk the chocolate predictably rounds and sweetens, with continued echoes of plummy fruit.",Price: NT$300/16 ounces, Jun 2012
90.0,Little Sugar Blend Espresso,"Evaluated as espresso. Crisp, round, balanced. Fresh-cut cedar, baker’s chocolate, orange, toasted almond in aroma and small cup. Medium body, very lightly syrupy mouthfeel. Dryish, flavor-saturated finish. At its best in two parts milk, where it complexly expresses sweet chocolate and cedar-toned orange.",$700/16ounces, Jun 2012
91.0,Colombia Finca Buenavista,"Deep, rich, chocolaty. The chocolate is nut-toned and fudge-like and complicated by raspberry-like fruit, night flowers and a hint of pungent cedar. Gentle, juicy acidity; lightly syrupy mouthfeel. Flavor fades slightly in the finish, but remains sweet and chocolate-toned with perhaps a deepening hint of savory.",$1200/16 ounces, Jun 2012
92.0,Minor Espresso,"Evaluated as espresso. Round, balanced, chocolaty. Dark chocolate, gently pungent cedar, plum-like fruit in aroma and small cup. Full, lightly syrupy mouthfeel; clean, cedar-toned finish. The plum-toned dark chocolate and fresh cedar retain their pleasing balance in two parts milk.",$650/16 ounces, Jun 2012
92.0,Fruitbomb Espresso,"Evaluated as espresso. Complex, cherry-and-chocolate notes in the small cup with hints of flowers and brandy. Syrupy mouthfeel; rich, long, cherry-toned finish. Turns crisp in two parts milk, with less fruit and more nut in the chocolate.",Price: $38.00/16 ounces, Jun 2012
92.0,Espresso Gold Label,"Buttery caramel, gently pungent cedar, baker's chocolate and a slight, pineapple-like tartness in aroma and small cup. Full, syrupy mouthfeel; the chocolate note in particular sweetens and lingers in a long, deep finish. Delicate in two parts milk; caramelly chocolate and a continued hint of pineapple-like fruit.",$520/16 ounces, Jun 2012
92.0,Kenya AA Gatomboya,"Crisply sweet-toned, balanced, subtly complex. Cocoa, plum, peach, hints of dusk flowers and pungent cedar in aroma and cup. Gently bright, juicy acidity; light but silky mouthfeel. The layered, delicate flavor fades slightly in the dryish finish.",$700/8 ounces, Jun 2012
93.0,Taiwan Alishan Sumatra Honey,"Very sweet, gently bright, delicately fruit-toned. Lush flowers, cidery apple and tart, raspberry-like fruit in aroma and cup. Softly bright acidity; silky to lightly syrupy mouthfeel. Very sweet in the finish.",$1200/8 ounces, Jun 2012
93.0,Sulawesi Toraja Peaberry,"Notes of clean, fresh-turned earth and tartly sweet guava animate this exceptional Indonesian-style coffee, with complicating hints of grape and lily-like flowers. Rich, round, very sweet acidity; impressively full, lively mouthfeel. Sweetness carries into a resonant, flavor-saturated finish that turns slightly tart and drying in the long.",Price: Not disclosed., Jun 2012
93.0,Colombia La Esperanza Cerro Azul Geisha,"Brisk, original, complex. Light roasting emphasizes lavender floral notes, tartly sweet guava-like fruit, orange, and fresh raw sugar in aroma and cup. Delicate, smoothly bright acidity; soft, silky mouthfeel. Flavor maintains a gentle persistence in the sweet but drying finish.",$1500/8 ounces, Jun 2012
94.0,Kona Maragogipe Honey S.O. Espresso,"Evaluated as espresso. Crisp, delicate, refreshingly and cleanly fruit-toned. Tart cherry, ripe orange, cedar, baker’s chocolate in aroma and small cup. Light in body but surprisingly silky-syrupy in mouthfeel; deep, flavor-saturated finish. Continued delicate but very complex in two parts milk, with both chocolate and fruit rounding and sweetening.",$1600/8 ounces, Jun 2012
93.0,Guatemala Antigua Phoenix Special Bourbon,"Evaluated as espresso. Richly and sweetly tart in aroma and small cup: fresh-cut cedar, dark chocolate, zesty orange, hints of flowers and pipe tobacco. Full yet buoyant, lively mouthfeel. Flavor carries into a long, deep finish. Tart fruit, softened by a backgrounded chocolaty sweetness, continues to dominate in two parts milk.",$1200/16 ounces, May 2012
93.0,Sumatra Permata Gayo Fair Trade,"Tart but deeply sweet: honey, fir, lightly roasted almond, sour cherry, hints of freshly turned earth. Richly tart acidity; smoothly syrupy mouthfeel. Round, deep finish resonates with the lemony cherry note in particular.",Price: HK $88.00/200 g., May 2012
92.0,Ethiopia Yirgacheffe Phoenix Special,"In structure sugary sweet yet dry in the mouthfeel. Aromatics are shifting and complex: cedar, raspberry, pineapple, spicy rose, unsweetened cocoa. Brisk, gentle acidity; silky to lightly syrupy mouthfeel. Sweetness prevails in a fruit- and spice-toned finish.",$950/16 ounces, May 2012
92.0,Ethiopian Yirgacheffe Koke Espresso,"Evaluated as espresso. Crisp with ripe citrus and dark cocoa notes that carry persuasively and pleasingly from aroma to short milk. The body is light to medium in weight, but smoothly lively in mouthfeel. The lemon-orange-chocolate notes persist deeply into the long finish. Delicate in two parts milk, with the chocolate tendency predictably sweetening.",Price: HK $98.00/200 g., May 2012
91.0,100 Percent Mexican Organic,"Great sweetness is balance by crisp lemon and blackberry. Bright but very sweet acidity; light, silky mouthfeel. Chocolate rounds the lemony blackberry in the cup. Flavor and sweetness both carry deep into a rich finish.",Price: $8.00/16 ounces, May 2012
90.0,Breakfast Blend,"Attractive dark chocolate, apricot, hints of fresh-cut cedar and orange in aroma and cup. Delicate, balanced acidity; light but smoothly silky mouthfeel. Recollections of chocolate and a rather zesty orange survive in a relatively fast-fading finish.",Price: $9.44/12 ounces, May 2012
91.0,Zhou Zhu Yuan Farm Taiwan Natural,"Crisp baker's chocolate and heavy, lush, cherry-like fruit and brandy hints in aroma and cup. Wine-toned acidity; lightly syrupy mouthfeel. Rather heavy, sweet-salty finish.",$1600/8 ounces, May 2012
90.0,100 Percent Kona Coffee Extra Fancy Medium Roast,"Cedar, plum, almond, and a delicate, sweet-toned dark chocolate in aroma and cup. The chocolate moves forward and gracefully dominates in the cup. Soft, roast-rounded acidity; silky mouthfeel. Chocolate sweetness balances a slight roasty astringency in the finish.",Price: $32.00/16 ounces, May 2012
89.0,Northern Lights Blend,"Balanced, quiet blend with just a hint of dark-roast character. Caramel, cedar, plum and hints of dark chocolate in aroma and cup. Gentle, roast-rounded acidity; smoothly light mouthfeel. The caramel turns toward chocolate in a simple but agreeably balanced finish.",Price: $10.95/12 ounces, May 2012
93.0,Kenya Nyeri Kahindu Estate,"Nectar-like sweetness with distinct floral and apricot notes; hints of cocoa and pungent fir. Delicate, lucid acidity; light but very silky mouthfeel. Simplifies just a bit in a sweet but drying finish.",Price: $16.20/12 ounces, May 2012
91.0,Kenya AA Othaya,"Sweetly tart, pungently dry berry dominates, softened by a backgrounded dark chocolate and perhaps a hint of savory clove. Rich acidity; very smooth, silky mouthfeel. The dry-sweet berry notes carry into a balanced finish.",Price: $15.00/12 ounces, May 2012
93.0,Honduras Roastmaster’s Reserve,"Caramel, brown sugar, vanilla, orange in aroma and cup, with a slight, shimmering suggestion of violet-like flowers. Rich, deep-toned acidity; syrupy mouthfeel. The almost sugary sweetness turns toward chocolate in a resonant finish.",Price: $15.99/16 ounces, May 2012
92.0,Bolivia Tres Estrellas Organic,"Distinct, rose-like flowers and cocoa-toned nut dominate pleasingly in aroma and cup. Round, gently sweet-toned acidity; lightly plush, smooth mouthfeel. Deep, rich finish.",Price: $16.52/12 ounces, May 2012
90.0,Espresso Monk’s Momentum,"Sweet-toned peach and caramel in the aroma give way to pungent, mango-like fruit and dark chocolate in the small cup, with a complicating hint of savory cedar. Slightly lean but smooth mouthfeel. Flavor carries deeply into a long finish. Delicate in two parts milk, where the fruit and chocolate predictably soften and sweeten.",Price: $13.47/12 ounces, May 2012
90.0,Burundi Sogestal Mumirwa,"Crisp lavender-like flowers dominate, with hints of lemon, blackberry and honey in aroma and cup. A spicy, savory suggestion deepens the cup. Gently and sweetly tart acidity; silky mouthfeel. Rich, bittersweet finish.",Price: $14.00/12 ounces, May 2012
90.0,Tanzania Mpito,"Round, sweet-toned, gently plush. Cocoa, flowers, plum-like fruit in aroma and cup. Delicate, crisp acidity; light but smooth mouthfeel. Flavor carries into a gently rich finish.",Price: $14.75/12 ounces, May 2012
90.0,Tanzania Nzovu,"Brisk, cedary berry notes dominate in aroma and cup, with hints of cocoa and a rounder, juicier fruit, cherry perhaps. Softly balanced acidity; impressively plush, lightly syrupy mouthfeel. Rich, straightforward finish.",Price: $15.50/12 ounces, May 2012
90.0,Rwanda Buremera,"Lush, ripe cherry and table grape in aroma and cup, complemented by a dry, savory cedar note, particularly in the cup. Crisp, delicately balanced acidity; lightly syrupy mouthfeel. Simple but rich finish.",Price: $16.95/16 ounces, May 2012
91.0,Rwanda Kinunu,"Brisk, delicate, complex. Apricot, mandarin orange, dark chocolate, night flowers in aroma and cup. Gently crisp acidity; silky mouthfeel. Richly dry, flavor-saturated finish.",Price: $12.99/12 ounces, May 2012
91.0,Burundi Kirimiro Teka Lot 2,"Dry, crisply juicy. Tart berry, cocoaish nut, peach, lavender-like flowers in aroma and cup. Brisk acidity; light, silky mouthfeel. Long, dry finish.",Price: $16.99/12 ounces, May 2012
91.0,Burundi Ngozi Gihere 2,"Dry and brisk yet juicy. Layered dark berry and tamarind notes in aroma and cup, with hints of orange and cocoa. Crisp acidity; lightly syrupy mouthfeel. The dry berry note carries deep into the finish.",Price: $16.75/12 ounces, May 2012
92.0,Burundi Kiryama Washing Station,"Complex floral character, combining jasmine-like sweetness and bitterish lavender. Deepening hints of plum-like fruit and cocoa. Soft, spicy acidity; leanish though silky mouthfeel. A savory hint turns up in the rich, floral-toned finish.",Price: $13.99/16 ounces, May 2012
93.0,Rwanda Bufcafe,"Intense, bright, floral. Flowers, pear, apricot, hints of honey and cocoa in aroma and cup. Rich, forceful but balanced acidity; lightly syrupy mouthfeel. Fruit notes in particular carry into a long, resonant finish.",Price: $12.99/12 ounces, May 2012
93.0,Rwanda Fair Trade Cafe Feminino,"Tart, honeyish, refreshing. Orange, honey, flowers, blackberry in aroma and cup. Round, resonant acidity; syrupy mouthfeel. Long, flavor-saturated finish.",Price: $14.95/12 ounces, May 2012
95.0,Kenya Mamuto,"Intense, rich, roundly tart: honey, lemon, black currant, flowers, flowering grass. Delicate, sweetly bright acidity; silky mouthfeel. Honey and ripe lemon saturate a long, rich finish.",Price: $29.00/12 ounces, May 2012
94.0,Panama Lerida Estate,"Tartly sweet, vibrant, deep. Blackberry, orange, cedarish cocoa, fragrant night flowers in aroma and cup. Rich, resonant acidity; plush but crisp mouthfeel. The symphonic aromatics fade just slightly in the long, rich finish.",Price: $19.49/12 ounces, May 2012
93.0,Elizer Espresso,"Evaluated as espresso. Balanced, crisp, smooth. Raisin, almond, dark chocolate, cantaloupe-like fruit in aroma and small cup. Lightly syrupy mouthfeel. Chocolate in particular lingers in a pleasantly dry finish. Superb in two parts milk: classic balance with complexly expressed dark chocolate complemented by raisin, apricot, cedar.",Price: $12.99/12 ounces, May 2012
93.0,El Roble Colombia Santander,"Delicate, crisply sweet but authoritative. Nut-toned cocoa, caramel, ripe orange, flowers in aroma and cup. Soft acidity; plushly silky mouthfeel. Long, deeply flavor-saturated finish.",Price: $17.50/12 ounces, May 2012
93.0,Tano Batak Sumatra,"Juicy sweet, tartly spicy. Blackberry, pungent cedar, moist fresh-fallen leaves, hints of lemon and cocoa. Balanced, rich acidity; lightly syrupy mouthfeel. Long finish rich with pungently sweet berry and cedar.",Price: $12.99/12 ounces, May 2012
92.0,Kona Peaberry Medium Roast,"Crisply sweet, balanced. Ripe lemon, night flowers, cocoaish chocolate and a hint of cedar in aroma and cup. Gently bright acidity; silky mouthfeel. Delicately flavor-saturated, rich finish.",Price: $30.00/8 ounces, May 2012
92.0,San Augustin Guatemala Antigua,"Round, full, deeply layered complexity: orange, plum, night flowers, all wrapped in caramelly sweetness. Smooth, balanced acidity; syrupy mouthfeel. Flavor simplifies, or perhaps condenses, in a rich, sweet finish.",Price: $16.75/12 ounces, May 2012
